,리뷰,별점,영업 시간,이미지url,가게명,가게 주소
113,여기서 먹고 배탈났습니다 ㅠㅠ 배가 진짜 많이 안좋네요 ㅠㅠ,1,매일 11:00 ~ 23:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F49DBA659C82349DCBBA563CDBEF641AE',장인닭갈비 강남점,서울 강남구 테헤란로1길 19 지하1층 (우)06134
114,"다른 닭갈비 프렌차이즈보다는 약간 가격이 더 있지만, 비싼 정도는 아니고, 다 조리해서 나와서 깔끔하고 좋았습니다. 전체적으로 깔끔하고 좋네요.",4,매일 11:00 ~ 23:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F49DBA659C82349DCBBA563CDBEF641AE',장인닭갈비 강남점,서울 강남구 테헤란로1길 19 지하1층 (우)06134
115,,1,매일 11:00 ~ 23:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F49DBA659C82349DCBBA563CDBEF641AE',장인닭갈비 강남점,서울 강남구 테헤란로1길 19 지하1층 (우)06134
116,"아진짜에바에요여기 닭 안좋은 거 쓰는 것 같은게먹고 몇시간 뒤부터 하루종일 설사만 했어요밑에 리뷰 보니까 저같은 사람 또 있던데오늘만 그런게 아니라 원래 그런 것 같으니 가급적 가지마세요,,, 여기보다 맛있는 닭갈비집 강남역에 더 있어요ㅠㅠㅠㅠ",1,매일 11:00 ~ 23:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F49DBA659C82349DCBBA563CDBEF641AE',장인닭갈비 강남점,서울 강남구 테헤란로1길 19 지하1층 (우)06134
117,직원 불친절은 기본에 비위생적임,1,매일 11:00 ~ 23:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F49DBA659C82349DCBBA563CDBEF641AE',장인닭갈비 강남점,서울 강남구 테헤란로1길 19 지하1층 (우)06134
118,갈 때마다 존맛탱,5,매일 11:00 ~ 23:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F49DBA659C82349DCBBA563CDBEF641AE',장인닭갈비 강남점,서울 강남구 테헤란로1길 19 지하1층 (우)06134
119,,3,매일 11:00 ~ 23:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F49DBA659C82349DCBBA563CDBEF641AE',장인닭갈비 강남점,서울 강남구 테헤란로1길 19 지하1층 (우)06134
120,좋아하던 곳인데 질이 너무 떨어졌네요.먹고 나서 배가 너무 아팠습니다. 같이 갔던 친구도 복통으로 엄청 고생했어요.새로오시는 손님이 너무 가까히 앉으시길래 거리두기 해달라고 부탁했더니 알바생 분이 저희는 그런거 안한다네요.코로나가 1000명을 넘어가는데 거리두기는 하는게 좋지 않을까요?많이 실망이네요,1,매일 11:00 ~ 23:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F49DBA659C82349DCBBA563CDBEF641AE',장인닭갈비 강남점,서울 강남구 테헤란로1길 19 지하1층 (우)06134
121,예전부터 먹어봐서 맛은 좋은데 키 제일 큰 직원 손님 응대 겁나 별로임.맛 4/5양 3.5/5그직원 1/5,2,매일 11:00 ~ 23:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F49DBA659C82349DCBBA563CDBEF641AE',장인닭갈비 강남점,서울 강남구 테헤란로1길 19 지하1층 (우)06134
122,닭갈비가아니라 걍 닭제육볶음? 맛이었음...;양도 너무적어서 주문잘못들어간건가 했을정도..깨끗하고 위치가 좋긴한데양 너무 적고 맛도 그닥...또 가진않을듯.볶음밥이 그나마 맛있어서 봐줌..,1,매일 11:00 ~ 23:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F49DBA659C82349DCBBA563CDBEF641AE',장인닭갈비 강남점,서울 강남구 테헤란로1길 19 지하1층 (우)06134
123,넘흐 복작복작 .... 거리두기도 안하고 ㅠㅠㅠㅠㅠㅠ 맛은 있었음...ㅠㅠㅠ,3,매일 11:00 ~ 23:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F49DBA659C82349DCBBA563CDBEF641AE',장인닭갈비 강남점,서울 강남구 테헤란로1길 19 지하1층 (우)06134
124,,1,매일 11:00 ~ 23:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F49DBA659C82349DCBBA563CDBEF641AE',장인닭갈비 강남점,서울 강남구 테헤란로1길 19 지하1층 (우)06134
125,돈아까움 닭갈비엔 고기 반 야채 반 양이 지이이이인짜 적어요,1,매일 11:00 ~ 23:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F49DBA659C82349DCBBA563CDBEF641AE',장인닭갈비 강남점,서울 강남구 테헤란로1길 19 지하1층 (우)06134
126,맛있고 음식도 빨리 나오고 모듬사리 추가했더니 구성도 알차고 좋음! 한끼 간단하게 먹기 굳,4,매일 11:00 ~ 23:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F49DBA659C82349DCBBA563CDBEF641AE',장인닭갈비 강남점,서울 강남구 테헤란로1길 19 지하1층 (우)06134
127,"살다 이렇게 불친절 종업원은 처음보는듯, 신발은 제대로 신지도 않고 질질 끌고 다니고 짜증내고 카드는 리더기 위에 손 걸치고 귀찮은 듯 주고. 안간다 다시",1,매일 11:00 ~ 23:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F49DBA659C82349DCBBA563CDBEF641AE',장인닭갈비 강남점,서울 강남구 테헤란로1길 19 지하1층 (우)06134
128,치즈 철판에 안 달라 붙어서 너무 좋아요 ㅋㅋㅋㅋ 강남역에서 먹은 닭갈비 중에서 가장 맛있었어요.,4,매일 11:00 ~ 23:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F49DBA659C82349DCBBA563CDBEF641AE',장인닭갈비 강남점,서울 강남구 테헤란로1길 19 지하1층 (우)06134
129,,5,매일 11:00 ~ 23:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F49DBA659C82349DCBBA563CDBEF641AE',장인닭갈비 강남점,서울 강남구 테헤란로1길 19 지하1층 (우)06134
130,고기 양이 너무 적고너무 달달한 닭갈비임10대 여고생들이 좋아할만한분식 닭갈비,3,매일 11:00 ~ 23:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F49DBA659C82349DCBBA563CDBEF641AE',장인닭갈비 강남점,서울 강남구 테헤란로1길 19 지하1층 (우)06134
131,쏘쏘하게 맛있다,3,매일 11:00 ~ 23:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F49DBA659C82349DCBBA563CDBEF641AE',장인닭갈비 강남점,서울 강남구 테헤란로1길 19 지하1층 (우)06134
132,,5,매일 11:00 ~ 23:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F49DBA659C82349DCBBA563CDBEF641AE',장인닭갈비 강남점,서울 강남구 테헤란로1길 19 지하1층 (우)06134
133,알바불친절양적음다시오지않을예정,2,매일 11:00 ~ 23:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F49DBA659C82349DCBBA563CDBEF641AE',장인닭갈비 강남점,서울 강남구 테헤란로1길 19 지하1층 (우)06134
134,맛있어요. 다른데와 양념맛이 달라서 생각나는 맛이고 쌈채소 리필이 셀프라서 많이 가져다 먹을 수 있어서 좋아요. 근데 양이 조금 많이 적어요. 알바생 불친절한지는 딱히 못 느꼈어요.,4,매일 11:00 ~ 23:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F49DBA659C82349DCBBA563CDBEF641AE',장인닭갈비 강남점,서울 강남구 테헤란로1길 19 지하1층 (우)06134
135,불 만지지 말라고 하면러 치즈도 다 태우고;; 불친절해요 직원들,1,매일 11:00 ~ 23:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F49DBA659C82349DCBBA563CDBEF641AE',장인닭갈비 강남점,서울 강남구 테헤란로1길 19 지하1층 (우)06134
136,"우와 .떡볶이 양념 맛이네요 ,, 심지어 볶음밥두 청년다x 볶음밥 맛임. 그건 그렇다치고 속이 되게 더부룩해져요 양도 많은것두 아닌데 진짜더부룩함. 알바생들 불친절한건 못느꼈는데걍 장인떡볶이임 ㅠㅠ 춘천에서 살다오신분들은 왕비추 ~ 닭갈비 맛 아예 안나요. 심지어 고기양이 제일 적구요 당면양이 제일 많은데 당면 질도 안좋아서 다 퍼질러졌어요ㅠㅠ 먹을게없음 흑흑",1,매일 11:00 ~ 23:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F49DBA659C82349DCBBA563CDBEF641AE',장인닭갈비 강남점,서울 강남구 테헤란로1길 19 지하1층 (우)06134
137,알바생이 너무 불친절합니다,1,매일 11:00 ~ 23:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F49DBA659C82349DCBBA563CDBEF641AE',장인닭갈비 강남점,서울 강남구 테헤란로1길 19 지하1층 (우)06134
138,여기서 먹고 나서 저랑 같이간 친구랑 속이 안좋아서 하루종일 화장실 들락날락 했습니다.. 음식 질이 안 좋은 것 같네요. 그 다음 날에도 속이 더부룩하네요. 음식점에 벌레들도 많고 좀 비위생적이에요. 다신 안갑니다.,1,매일 11:00 ~ 23:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F49DBA659C82349DCBBA563CDBEF641AE',장인닭갈비 강남점,서울 강남구 테헤란로1길 19 지하1층 (우)06134
139,"1. 어수선한 분위기2. 불친절한 알바생3. 신선하지 못한 재료(양배추 먹으면 특유의 오래된 맛 남)4. 매우 적은 양(평소에 많이 먹지 않음에도 불구하고 양 자체가 적음, 떡도 기본적으로 안 들어가 있어서 추가해야 함)5. 그럼에도 불구하고 볶음밥은 맛있게 먹어서 별 한 개 추가. 앞으로 갈 일 없을듯",2,매일 11:00 ~ 23:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F49DBA659C82349DCBBA563CDBEF641AE',장인닭갈비 강남점,서울 강남구 테헤란로1길 19 지하1층 (우)06134
140,치즈는 인상적이지만 양 적고 너무 짬. 각자 앞접시에 덜어먹기 위해 집게 달라고 했더니 집게 구비가 안되어 있다고 함.,1,매일 11:00 ~ 23:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F49DBA659C82349DCBBA563CDBEF641AE',장인닭갈비 강남점,서울 강남구 테헤란로1길 19 지하1층 (우)06134
141,맛은 그렇다치구 넘 불친절해서 밥 먹는데 눈치보였어요ㅠㅠ 서버분이 주문 잘못 받아놓고 굳이 바꿔 받을거냐는 어투로 물어보시구....ㅠㅠ 서빙하시는 분이 지나가면서 정신없다구 욕도 하시고.....   기대했었는데 다시 가지는 않을거 같네요......,1,매일 11:00 ~ 23:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F49DBA659C82349DCBBA563CDBEF641AE',장인닭갈비 강남점,서울 강남구 테헤란로1길 19 지하1층 (우)06134
142,양 창렬직원 불친절,1,매일 11:00 ~ 23:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F49DBA659C82349DCBBA563CDBEF641AE',장인닭갈비 강남점,서울 강남구 테헤란로1길 19 지하1층 (우)06134
143,3인분 먹을때는 몰랐는데 2인분에 치즈만 추가하니까 양 진짜 작네요. 2인분 치즈추가 기준 1인분 모아보면 내 주먹만함,1,매일 11:00 ~ 23:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F49DBA659C82349DCBBA563CDBEF641AE',장인닭갈비 강남점,서울 강남구 테헤란로1길 19 지하1층 (우)06134
144,맛은 있는데 너무 비싸고 양도 적음그리고 가격 위에 있는 것보가 천원 더 올라감,3,매일 11:00 ~ 23:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F49DBA659C82349DCBBA563CDBEF641AE',장인닭갈비 강남점,서울 강남구 테헤란로1길 19 지하1층 (우)06134
145,직원분들도 친절하시고 음식도 맛잇어여~~잘 먹고갑니다~,5,매일 11:00 ~ 23:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F49DBA659C82349DCBBA563CDBEF641AE',장인닭갈비 강남점,서울 강남구 테헤란로1길 19 지하1층 (우)06134
146,너무 깨끗하고 친절하고 넓고 알바생들도 너무 착하고 넘 맛있게 잘 먹고 갑니당~~~~~~~~~~~~~~~,5,매일 11:00 ~ 23:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F49DBA659C82349DCBBA563CDBEF641AE',장인닭갈비 강남점,서울 강남구 테헤란로1길 19 지하1층 (우)06134
147,안정환 알바생 너무 친절합니다닭갈비 맛있어요잘 먹고 갑니다,5,매일 11:00 ~ 23:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F49DBA659C82349DCBBA563CDBEF641AE',장인닭갈비 강남점,서울 강남구 테헤란로1길 19 지하1층 (우)06134
148,,1,매일 11:00 ~ 23:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F49DBA659C82349DCBBA563CDBEF641AE',장인닭갈비 강남점,서울 강남구 테헤란로1길 19 지하1층 (우)06134
149,웨이팅 걱정하고 왔는데 다행히 바로 들어왔어요~~ 직원분들 너무 친절하시고 닭갈비 꿀맛입니당~~,5,매일 11:00 ~ 23:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F49DBA659C82349DCBBA563CDBEF641AE',장인닭갈비 강남점,서울 강남구 테헤란로1길 19 지하1층 (우)06134
150,닭갈비 맛집이라 갔는데 너무 맛있고 서비스가 좋아서 리뷰 남깁니다~,5,매일 11:00 ~ 23:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F49DBA659C82349DCBBA563CDBEF641AE',장인닭갈비 강남점,서울 강남구 테헤란로1길 19 지하1층 (우)06134
151,너무맛있어요 ~~~다음에 또 방문해야겠어요 ^,5,매일 11:00 ~ 23:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F49DBA659C82349DCBBA563CDBEF641AE',장인닭갈비 강남점,서울 강남구 테헤란로1길 19 지하1층 (우)06134
152,알바생들도 친절하고 맛이 기가막히네요,5,매일 11:00 ~ 23:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F49DBA659C82349DCBBA563CDBEF641AE',장인닭갈비 강남점,서울 강남구 테헤란로1길 19 지하1층 (우)06134
153,맛있따,5,매일 11:00 ~ 23:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F49DBA659C82349DCBBA563CDBEF641AE',장인닭갈비 강남점,서울 강남구 테헤란로1길 19 지하1층 (우)06134
154,맛있따,5,매일 11:00 ~ 23:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F49DBA659C82349DCBBA563CDBEF641AE',장인닭갈비 강남점,서울 강남구 테헤란로1길 19 지하1층 (우)06134
155,치즈에 중독이되고 닭이 너무 맛있어용 직원분이 착하게 서빙해주시구요,5,매일 11:00 ~ 23:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F49DBA659C82349DCBBA563CDBEF641AE',장인닭갈비 강남점,서울 강남구 테헤란로1길 19 지하1층 (우)06134
156,"맛있음 존맛 직원분들의 서비스도 최고, 다음에또 다시 오고싶을 맛",5,매일 11:00 ~ 23:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F49DBA659C82349DCBBA563CDBEF641AE',장인닭갈비 강남점,서울 강남구 테헤란로1길 19 지하1층 (우)06134
157,"넘,,,.넘,,,,, 맛있어요 배고픈 상태에서 먹어서 진짜 허겁지겁 먹음 ㅠ 그리고 알바생분들 너무 친절해서 기분좋게 먹고가용",5,매일 11:00 ~ 23:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F49DBA659C82349DCBBA563CDBEF641AE',장인닭갈비 강남점,서울 강남구 테헤란로1길 19 지하1층 (우)06134
158,진짜 비쥬얼도 너무 맛있어 보이지만..!!!!!! 보이는 것보다 더 맛있는 장인 닭갈비~!!매운거 진짜 못먹는 맵찔이인 저도 너무 맛있어서 호로록~!!!지금껏 수많은 닭갈비를 먹었지만.. 이런 닭갈비는 없었다.. 진짜 세계최강의 닭갈비다...강남 오시면 한번씩 드셔보셔요 ㅎㅅㅎ,5,매일 11:00 ~ 23:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F49DBA659C82349DCBBA563CDBEF641AE',장인닭갈비 강남점,서울 강남구 테헤란로1길 19 지하1층 (우)06134
159,강남에 올 때마다 오는 맛집입니다 ^-^ 너무 맛있어요 ㅎㅎ 직원 분들 친절하고 웃음도 예쁘셔요♡,5,매일 11:00 ~ 23:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F49DBA659C82349DCBBA563CDBEF641AE',장인닭갈비 강남점,서울 강남구 테헤란로1길 19 지하1층 (우)06134
160,맛있게 매우면서 감칠맛 나고 나오자마자 입에 넣을 생각하느라 완전체를 못찍었네용...짱맛이쑴ㅠㅠㅠㅠㅠㅠ꼭 오세요,5,매일 11:00 ~ 23:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F49DBA659C82349DCBBA563CDBEF641AE',장인닭갈비 강남점,서울 강남구 테헤란로1길 19 지하1층 (우)06134
161,,2,매일 11:00 ~ 23:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F49DBA659C82349DCBBA563CDBEF641AE',장인닭갈비 강남점,서울 강남구 테헤란로1길 19 지하1층 (우)06134
162,너무 맛있어서 사진을 찍을 겨를이 없어서 이렇게 올립니다 직원들도 너무 친절하네요,5,매일 11:00 ~ 23:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F49DBA659C82349DCBBA563CDBEF641AE',장인닭갈비 강남점,서울 강남구 테헤란로1길 19 지하1층 (우)06134
163,너무 맛있어서 사진 찍을 정신이 없었네요..직원들이 너무나도 친절합니다.서비스도 너무 좋고 가게도 너무 깨끗합니다!!,5,매일 11:00 ~ 23:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F49DBA659C82349DCBBA563CDBEF641AE',장인닭갈비 강남점,서울 강남구 테헤란로1길 19 지하1층 (우)06134
164,레전드 맛집 양 오진다,5,매일 11:00 ~ 23:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F49DBA659C82349DCBBA563CDBEF641AE',장인닭갈비 강남점,서울 강남구 테헤란로1길 19 지하1층 (우)06134
165,직원들이 너무 친절하시고 음식도 맛있고 매장도 깔끔해서 다음에 또 올것같네요!,5,매일 11:00 ~ 23:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F49DBA659C82349DCBBA563CDBEF641AE',장인닭갈비 강남점,서울 강남구 테헤란로1길 19 지하1층 (우)06134
166,직원들이 너무 친절하고 매장이 너무 깨끗하고 맛이 좋아요 .   다음에 또 올게요 !,5,매일 11:00 ~ 23:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F49DBA659C82349DCBBA563CDBEF641AE',장인닭갈비 강남점,서울 강남구 테헤란로1길 19 지하1층 (우)06134
167,정말 존맛탱이에요! 이렇게 서비스 및 볶음밥까지 맛있는데는 처음에용 ㅠㅠㅠㅠㅠ 두번오고 100번 더올꺼랍니다!!,5,매일 11:00 ~ 23:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F49DBA659C82349DCBBA563CDBEF641AE',장인닭갈비 강남점,서울 강남구 테헤란로1길 19 지하1층 (우)06134
168,직원분도친절하고 음식도진짜진짜맛있어요!! 특히볶음밥도엄청맛있구 먹어본닭갈비중에 제일맛있어요!!,5,매일 11:00 ~ 23:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F49DBA659C82349DCBBA563CDBEF641AE',장인닭갈비 강남점,서울 강남구 테헤란로1길 19 지하1층 (우)06134
169,존맛탱이에요ㅜㅜㅜ 양도 많고 고기도 많구 일단 치즈가 안모질라서 진짜 많이 먹을 수 있어서 좋아요 ㅠㅠㅠ 알바생분들도 엄청 친절하셔서 ㄹㅇ 맛집,5,매일 11:00 ~ 23:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F49DBA659C82349DCBBA563CDBEF641AE',장인닭갈비 강남점,서울 강남구 테헤란로1길 19 지하1층 (우)06134
170,모듬 사리만 시켰는데 세명이서 완전 배부르게 먹고도 남았네요 알바생도 친절하고 너무 만족했어요 ^^,5,매일 11:00 ~ 23:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F49DBA659C82349DCBBA563CDBEF641AE',장인닭갈비 강남점,서울 강남구 테헤란로1길 19 지하1층 (우)06134
171,직원분들이 너어어어무 착하구 너어어어어무 친절해서 매일 오고싶어요,5,매일 11:00 ~ 23:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F49DBA659C82349DCBBA563CDBEF641AE',장인닭갈비 강남점,서울 강남구 테헤란로1길 19 지하1층 (우)06134
172,직원분들 너무 친절하시구 땀흘리면서 일하는 모습이 너어어ㅓ어러무 보기조아여!^^,5,매일 11:00 ~ 23:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F49DBA659C82349DCBBA563CDBEF641AE',장인닭갈비 강남점,서울 강남구 테헤란로1길 19 지하1층 (우)06134
173,장인닭갈비 벌써 세번째 방문인데 맛도 안변하고 너무 맛있어염!!!,5,매일 11:00 ~ 23:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F49DBA659C82349DCBBA563CDBEF641AE',장인닭갈비 강남점,서울 강남구 테헤란로1길 19 지하1층 (우)06134
174,존맛탱이에요 !,5,매일 11:00 ~ 23:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F49DBA659C82349DCBBA563CDBEF641AE',장인닭갈비 강남점,서울 강남구 테헤란로1길 19 지하1층 (우)06134
175,알바생들 미소가 너무 보기 좋아요 밥먹을맛 나네요 너무맛있고요 매장이 너무 깨끗한거 아닌가요?!자주오겠네요~!~!~!,5,매일 11:00 ~ 23:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F49DBA659C82349DCBBA563CDBEF641AE',장인닭갈비 강남점,서울 강남구 테헤란로1길 19 지하1층 (우)06134
176,양많고 서비스도 좋고 맛있어요 ~!,5,매일 11:00 ~ 23:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F49DBA659C82349DCBBA563CDBEF641AE',장인닭갈비 강남점,서울 강남구 테헤란로1길 19 지하1층 (우)06134
177,,1,매일 11:00 ~ 23:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F49DBA659C82349DCBBA563CDBEF641AE',장인닭갈비 강남점,서울 강남구 테헤란로1길 19 지하1층 (우)06134
178,혼자 2인분 시켜서 먹었는데 배불~ 배불~ 맛은 좋았어요!밑에 보니깐 후기가 안좋던데 제가 갔을때는짱 맛있었어요 ~ ㅎㅎ 2번 가서 먹었는데 2번다 존맛탱 ~ ㅎㅎ 오늘 화요일이니깐 오늘도 가서 먹을거에요 ㅎㅎ 평택 사는데 평택에있는 닭갈비보다 맛있어요 제 입맛이 좀 까다로운데 비린내도 없었고 맛도 좋았어요 닭갈비를 먹는 이유가 먹고나서 볶음밥을 먹기위해ㅜ다들 먹자나요 ㅎㅎ 볶음밥까지 굿굿볶음밥은 진짜 맛있었어요 닭갈비 먹고나서 볶음밥이ㅜ맛없으면 기분 나쁜데 맛있어서 행복했어요 오늘 또 가서 볶음밥까지ㅜ조져야겠네요 ㅎㅎ,5,매일 11:00 ~ 23:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F49DBA659C82349DCBBA563CDBEF641AE',장인닭갈비 강남점,서울 강남구 테헤란로1길 19 지하1층 (우)06134
179,닭갈비 하면 생각나는 맛있는 맛 넘 맛있어요,5,매일 11:00 ~ 23:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F49DBA659C82349DCBBA563CDBEF641AE',장인닭갈비 강남점,서울 강남구 테헤란로1길 19 지하1층 (우)06134
