개방서비스명,상세영업상태코드,상세영업상태명,소재지전체주소,사업장명,업태구분명
단란주점영업,1,영업,전라남도 순천시 조례동 1596-9 (2층),제주7080,단란주점
단란주점영업,1,영업,전라남도 순천시 조례동 1715-5번지 (2층),백악관술마시는노래타운,단란주점
단란주점영업,1,영업,전라남도 순천시 조례동 1693-3 2층,스봉7080,단란주점
단란주점영업,1,영업,전라남도 순천시 조례동 944번지 1층,수단란주점,단란주점
단란주점영업,1,영업,전라남도 순천시 조례동 1588-6 (2층),필라이브7080,단란주점
단란주점영업,1,영업,전라남도 순천시 연향동 1331-1번지 2층,코뿔(COBBUL),단란주점
단란주점영업,1,영업,전라남도 고흥군 과역면 과역리 160-3번지,과역단란주점,단란주점
단란주점영업,1,영업,전라남도 순천시 연향동 1321-6번지 2층,다이아나,룸살롱
단란주점영업,1,영업,전라남도 순천시 조례동 915-1 지하,비타민,단란주점
단란주점영업,1,영업,전라남도 순천시 매곡동 119-9번지 (지하),대광,단란주점
단란주점영업,1,영업,전라남도 순천시 조례동 889-1번지 (2층),소풍,단란주점
단란주점영업,1,영업,전라남도 순천시 장천동 85-80번지 (지하),귀빈단란주점,단란주점
단란주점영업,1,영업,전라남도 순천시 장천동 115-19 (지하),돌비,단란주점
단란주점영업,1,영업,전라남도 순천시 별량면 봉림리 207-5 (지하),파라오,단란주점
단란주점영업,1,영업,전라남도 고흥군 고흥읍 남계리 870-4,아시아 단란주점(DIEM HEN),단란주점
단란주점영업,1,영업,전라남도 고흥군 고흥읍 남계리 878-5,황진이,단란주점
단란주점영업,1,영업,전라남도 고흥군 풍양면 풍남리 1218,워터월드,단란주점
단란주점영업,1,영업,전라남도 순천시 서면 청소리 517-1번지 (1층),풍년,단란주점
단란주점영업,1,영업,전라남도 고흥군 포두면 상대리 271-5,키스,단란주점
단란주점영업,1,영업,전라남도 고흥군 고흥읍 남계리 714,커플단란주점,단란주점
단란주점영업,1,영업,전라남도 순천시 장천동 31-10,골드 7080,단란주점
단란주점영업,1,영업,전라남도 순천시 인제동 377-4,1번지 스텐드바,단란주점
단란주점영업,1,영업,전라남도 고흥군 두원면 풍류리 692-6번지,풍류,단란주점
단란주점영업,1,영업,전라남도 고흥군 도양읍 봉암리 2242-75,던힐,단란주점
단란주점영업,1,영업,전라남도 고흥군 봉래면 신금리 1000-70,아리랑단란주점,단란주점
단란주점영업,1,영업,전라남도 고흥군 고흥읍 남계리 630-21,오로라,단란주점
단란주점영업,1,영업,전라남도 진도군 진도읍 포산리 421번지,청사초롱,단란주점
단란주점영업,1,영업,전라남도 진도군 진도읍 남동리 494-10번지,힐링 단란주점,단란주점
단란주점영업,1,영업,전라남도 광양시 광영동 801-6번지,노래하는곳에,단란주점
단란주점영업,1,영업,전라남도 광양시 광영동 718-6번지,린7080,단란주점
단란주점영업,1,영업,전라남도 여수시 봉산동 261-6,춤추는 가라오케,단란주점
단란주점영업,1,영업,경기도 부천시 중동 1133 201호,엔돌핀7090,단란주점
단란주점영업,1,영업,서울특별시 마포구 구수동 57-3번지 B1동,가야노래타운,단란주점
단란주점영업,1,영업,서울특별시 마포구 서교동 408-7번지,오너,단란주점
단란주점영업,1,영업,경상북도 포항시 남구 상도동 629-20,글로리단란주점,단란주점
단란주점영업,1,영업,경상북도 포항시 북구 죽도동 574-3번지 (지하1층),햇빛단란주점,단란주점
단란주점영업,1,영업,경상북도 포항시 남구 해도동 98-15번지,절정단란주점,단란주점
단란주점영업,1,영업,경상북도 포항시 남구 해도동 123-8번지 2층,딩동라이브단란주점,단란주점
단란주점영업,1,영업,경상북도 포항시 북구 두호동 1011-16,XTC PUB,단란주점
단란주점영업,1,영업,경상북도 포항시 남구 오천읍 문덕리 345-7번지 1층,인터뷰소주단란주점,단란주점
단란주점영업,1,영업,경상북도 포항시 남구 오천읍 문덕리 313-8 2층,one(원)소주단란,단란주점
단란주점영업,1,영업,경상북도 포항시 남구 해도동 98-9번지 (2층),7080라이브,단란주점
단란주점영업,1,영업,경상북도 포항시 북구 양덕동 1486,7080스타라이브,단란주점
단란주점영업,1,영업,경상북도 포항시 남구 오천읍 문덕리 348-2번지 (2층),해바라기단란주점,단란주점
단란주점영업,1,영업,경상북도 포항시 북구 장성동 1415-7,세븐,단란주점
단란주점영업,1,영업,경상북도 포항시 남구 해도동 122-15,놀이터7080,단란주점
단란주점영업,1,영업,경상북도 포항시 남구 장기면 양포리 288-2번지 (1층),수연 단란주점,단란주점
단란주점영업,1,영업,경상북도 포항시 남구 송도동 437-19 (2층),땡큐단란주점,단란주점
단란주점영업,1,영업,경상북도 포항시 북구 상원동 468-32번지 (지하층),코털라이브,단란주점
단란주점영업,1,영업,경상북도 포항시 북구 송라면 중산리 539-18번지 (1층),호박단란노래타운,단란주점
단란주점영업,1,영업,경상북도 포항시 북구 죽도동 674-22,선녀와나무꾼,단란주점
단란주점영업,1,영업,경상북도 포항시 남구 해도동 54-5 (지하1층),우리끼리 라이브,단란주점
단란주점영업,1,영업,경상북도 포항시 북구 죽도동 703-9 (3층),준코뮤직타운 포항죽도4호점,단란주점
단란주점영업,1,영업,경상북도 포항시 남구 구룡포읍 구룡포리 708-20 (2층),여기로노래클럽,단란주점
단란주점영업,1,영업,경상북도 포항시 남구 동해면 도구리 11,도구단란주점,단란주점
단란주점영업,1,영업,경상북도 포항시 북구 상원동 449-27번지,뮤직 앤 비어,단란주점
단란주점영업,1,영업,"경상북도 포항시 북구 항구동 17-122번지 포스타운(9층, 901호)",카사블랑카,단란주점
단란주점영업,1,영업,경상북도 포항시 북구 여천동 74번지,강남스타일,단란주점
단란주점영업,1,영업,경상북도 포항시 북구 흥해읍 남성리 244-9번지 (1층),올인라이브,단란주점
단란주점영업,1,영업,경상북도 포항시 북구 흥해읍 남성리 244번지 외1필지(244-4) 2층,칠공팔공(7080)미드나이트,단란주점
단란주점영업,1,영업,경상북도 포항시 북구 중앙동 9 (2층),멜론7080단란주점,단란주점
단란주점영업,1,영업,경상북도 포항시 북구 죽도동 43-18 (2층),광장라이브,단란주점
단란주점영업,1,영업,경상북도 포항시 북구 죽도동 639-15번지,짝,단란주점
단란주점영업,1,영업,경상북도 포항시 북구 죽도동 639-17 2층,한국관,단란주점
단란주점영업,1,영업,경상북도 포항시 남구 오천읍 문덕리 345-2번지 2층,문덕7080라이브단란주점,단란주점
단란주점영업,1,영업,경상북도 포항시 남구 해도동 82-9 (지하1층),텐(TEN)7090라이브,단란주점
단란주점영업,1,영업,경상북도 포항시 남구 대도동 120-2 홍제빌딩(지하1층),갈채7080라이브,단란주점
단란주점영업,1,영업,경상북도 포항시 북구 죽도동 639-16번지,썸노래단란주점,단란주점
단란주점영업,1,영업,경상북도 포항시 남구 해도동 33-11번지 지하,7080콘서트라이브,단란주점
단란주점영업,1,영업,경상북도 포항시 북구 죽도동 58-2 (지하1층),흥해라생음악,단란주점
단란주점영업,1,영업,경상북도 포항시 북구 죽도동 639-11 (1층),나비단란주점,단란주점
단란주점영업,1,영업,경상북도 포항시 북구 신흥동 811-3 (지하),해조단란주점,단란주점
단란주점영업,1,영업,경상북도 포항시 북구 죽도동 672-22,카라 라이브,단란주점
단란주점영업,1,영업,경상북도 포항시 북구 두호동 1029-2 (지하),일번지단란주점,단란주점
단란주점영업,1,영업,경상북도 포항시 북구 신흥동 810-8 지하1층,민주라이브,단란주점
단란주점영업,1,영업,경상북도 포항시 북구 남빈동 534-1,켓츠단란주점,단란주점
단란주점영업,1,영업,경상북도 포항시 북구 청하면 소동리 341번지,연자방아,단란주점
단란주점영업,1,영업,경상북도 포항시 북구 죽장면 입암리 858-116번지,가배,단란주점
단란주점영업,1,영업,경상북도 포항시 남구 대도동 57-18번지,황제단란주점,단란주점
단란주점영업,1,영업,경상북도 포항시 북구 죽도동 158-22 (2층),선영아노래해단란주점,단란주점
단란주점영업,1,영업,경상북도 포항시 북구 두호동 547 (2층),김동화7라이브,단란주점
단란주점영업,1,영업,경상북도 포항시 북구 죽도동 674-11 (지하1층),큐브소주단란,단란주점
단란주점영업,1,영업,경상북도 포항시 남구 오천읍 문덕리 314-9 2층,동경라이브가라오케,단란주점
단란주점영업,1,영업,경상북도 포항시 남구 구룡포읍 구룡포리 458-3번지 2층,수단란주점,단란주점
단란주점영업,1,영업,경상북도 포항시 남구 오천읍 문덕리 347-7 2층,나무꾼라이브7080,단란주점
단란주점영업,1,영업,경상북도 포항시 북구 중앙동 14번지 (2층),영일대7080라이브,단란주점
단란주점영업,1,영업,경상북도 포항시 남구 오천읍 문덕리 315-12 2층,황진이단란주점,단란주점
단란주점영업,1,영업,경상북도 포항시 북구 송라면 지경리 223-1 외2필지,화진단란주점,단란주점
단란주점영업,1,영업,경상북도 포항시 북구 죽도동 674-15 (3층),꿀소주단란,단란주점
단란주점영업,1,영업,경상북도 포항시 북구 죽도동 156-79 (지하층),징기스칸,단란주점
단란주점영업,1,영업,경상북도 포항시 북구 송라면 중산리 544-20,불꽃,단란주점
단란주점영업,1,영업,경상북도 포항시 북구 죽도동 646-29,애창단란주점,단란주점
단란주점영업,1,영업,"경상북도 포항시 북구 중앙동 38 ,지하1층",감자,단란주점
단란주점영업,1,영업,경상북도 포항시 남구 대도동 95-37번지,풀노래궁,단란주점
단란주점영업,1,영업,경상북도 포항시 북구 두호동 1029번지,노래자랑7080,단란주점
단란주점영업,1,영업,경상북도 포항시 북구 죽도동 718-4 2층,땡초소주단란,단란주점
단란주점영업,1,영업,경상북도 포항시 북구 중앙동 15번지,5번가,단란주점
단란주점영업,1,영업,경상북도 포항시 북구 여천동 60,디파티,단란주점
단란주점영업,1,영업,경상북도 포항시 북구 죽도동 604-8번지,접속 단란주점,단란주점
단란주점영업,1,영업,경상북도 포항시 남구 오천읍 문덕리 314-12 2층,돌돌이단란,단란주점
단란주점영업,1,영업,경상북도 포항시 남구 대잠동 928-7,호랑나비라이브,단란주점
단란주점영업,1,영업,경상북도 포항시 남구 연일읍 생지리 148-2번지 (2층),스타단란주점,단란주점
단란주점영업,1,영업,경상북도 포항시 남구 오천읍 원리 1104-1 (2층),킹콩단란주점,단란주점
단란주점영업,1,영업,경상북도 포항시 남구 대잠동 932-1 (2층),맞짱라이브,단란주점
단란주점영업,1,영업,경상북도 포항시 북구 양덕동 1465-5,선샤인 소주단란주점,단란주점
단란주점영업,1,영업,경상북도 포항시 북구 여천동 52-4번지 2층,산울림  라이브,단란주점
단란주점영업,1,영업,경상북도 포항시 남구 대잠동 930-13 2층,미라클,단란주점
단란주점영업,1,영업,경상북도 포항시 남구 오천읍 문덕리 316-7번지 (1층),키스바,단란주점
단란주점영업,1,영업,경상북도 포항시 남구 해도동 412-33번지 (2층),요요라이브생음악,단란주점
단란주점영업,1,영업,경상북도 포항시 남구 오천읍 문덕리 313-3,벌7080,단란주점
단란주점영업,1,영업,경상북도 포항시 남구 해도동 47-5 2층,강남라이브,단란주점
단란주점영업,1,영업,경상북도 포항시 북구 두호동 679,락세븐뮤직타운,단란주점
단란주점영업,1,영업,경상북도 포항시 북구 상원동 443-19,서기1999년,단란주점
단란주점영업,1,영업,경상북도 포항시 북구 두호동 1035-5 2층,올리브,단란주점
단란주점영업,1,영업,경상북도 포항시 남구 대도동 120-1,은하수단란주점,단란주점
단란주점영업,1,영업,경상북도 포항시 남구 호미곶면 대보리 234-3,해돋이노래클럽,단란주점
단란주점영업,1,영업,경상북도 포항시 북구 중앙동 42,콩깍지 라이브,단란주점
단란주점영업,1,영업,경상북도 포항시 북구 죽도동 57-6,멋진인생단란주점,단란주점
단란주점영업,1,영업,경상북도 포항시 북구 죽장면 입암리 351번지,풀단란주점,단란주점
단란주점영업,1,영업,경상북도 포항시 남구 해도동 471-14 (2층),울랄라술파는 노래단란,단란주점
단란주점영업,1,영업,경상북도 포항시 북구 여천동 62,쏘나타단란주점,단란주점
단란주점영업,1,영업,경상북도 포항시 남구 해도동 99-6번지 지하1층,빵빵7080라이브,단란주점
단란주점영업,1,영업,경상북도 포항시 남구 대잠동 932-15번지 2층,솔방울노래단란,단란주점
단란주점영업,1,영업,경상북도 포항시 북구 송라면 광천리 41-47,정원단란주점,단란주점
단란주점영업,1,영업,경상북도 포항시 북구 죽도동 20-38,쉬리원단란주점,단란주점
단란주점영업,1,영업,경상북도 포항시 북구 죽도동 640-8번지,가지노단란주점,단란주점
단란주점영업,1,영업,경상북도 포항시 북구 죽도동 558-23번지,뮤지컬가요클럽,단란주점
단란주점영업,1,영업,경상북도 포항시 북구 항구동 17-237번지,대보닷컴단란주점,단란주점
단란주점영업,1,영업,경상북도 포항시 남구 해도동 23-26,테스형7080,단란주점
단란주점영업,1,영업,경상북도 포항시 북구 중앙동 1-1,어게인7080라이브,단란주점
단란주점영업,1,영업,경상북도 포항시 북구 중앙동 62-2번지,로원7080 생음악,단란주점
단란주점영업,1,영업,경상북도 포항시 남구 해도동 23-22,쇼킹단란주점,단란주점
단란주점영업,1,영업,경상북도 포항시 북구 여천동 128 (2층),바나나가요주점,단란주점
단란주점영업,1,영업,경상북도 포항시 북구 죽도동 671-12,해송노래광장,단란주점
단란주점영업,1,영업,경상북도 포항시 북구 죽도동 718-9 (1층),케이팝(K-POP),단란주점
단란주점영업,1,영업,경상북도 포항시 남구 오천읍 문덕리 314-5번지,와우소주단란주점,단란주점
단란주점영업,1,영업,경상북도 포항시 북구 항구동 17-102번지,홍길동,단란주점
단란주점영업,1,영업,경상북도 포항시 북구 중앙동 58-1번지 (2층),제니아소주단란,단란주점
단란주점영업,1,영업,경상북도 포항시 북구 여천동 85,티파니7080라이브,단란주점
단란주점영업,1,영업,경상북도 포항시 남구 대잠동 928-18,이쿠단란주점,단란주점
단란주점영업,1,영업,경상북도 포항시 북구 송라면 광천리 32-34,놀맨놀맨,단란주점
단란주점영업,1,영업,경상북도 포항시 북구 상원동 447-6,첼로노래단란,단란주점
단란주점영업,1,영업,경상북도 포항시 북구 남빈동 413-19,민아 생음악라이브,단란주점
단란주점영업,1,영업,경상북도 포항시 북구 죽도동 161-9 외 1필,썸씽라이브생음악,단란주점
단란주점영업,1,영업,경상북도 포항시 북구 두호동 541번지,해변노래클럽,단란주점
단란주점영업,1,영업,경상북도 포항시 남구 오천읍 세계리 829-13번지,애플소주단란,단란주점
단란주점영업,1,영업,경상북도 포항시 북구 죽도동 203-3번지 (2층),양반탈라이브,단란주점
단란주점영업,1,영업,"경상북도 포항시 북구 중앙동 83 ,4층",샤넬라이브,단란주점
단란주점영업,1,영업,경상북도 포항시 북구 항구동 17-85번지 현대로데오 7층 706호,영일대,단란주점
단란주점영업,1,영업,경상북도 포항시 남구 오천읍 문덕리 347-8번지,라이브 비틀즈,단란주점
단란주점영업,1,영업,경상북도 포항시 북구 중앙동 79 경동빌딩 2층,팡팡 7080라이브,단란주점
단란주점영업,1,영업,경상북도 포항시 북구 중앙동 77 (2층),짱 소주단란,단란주점
단란주점영업,1,영업,경상북도 포항시 북구 중앙동 15 (2층),나는가수다,단란주점
단란주점영업,1,영업,경상북도 포항시 남구 대도동 93-7번지 2층,허니 생음악 라이브 단란주점,단란주점
단란주점영업,1,영업,경상북도 포항시 남구 해도동 54-2번지 2층,소나무7080라이브,단란주점
단란주점영업,1,영업,경상북도 포항시 남구 오천읍 문덕리 345-10번지 2층,써니소주단란주점,단란주점
단란주점영업,1,영업,경상북도 포항시 북구 죽도동 39-21,강산라이브,단란주점
단란주점영업,1,영업,경상북도 포항시 북구 죽도동 48-3 (2층),사랑愛라이브,단란주점
단란주점영업,1,영업,경상북도 포항시 북구 용흥동 118-18번지 (2층),서궁단란주점,단란주점
단란주점영업,1,영업,경상북도 포항시 남구 오천읍 문덕리 345-11번지 1층,소나무소주단란주점,단란주점
단란주점영업,1,영업,경상북도 포항시 북구 두호동 611번지 2층,칸노래클럽,단란주점
단란주점영업,1,영업,경상북도 포항시 북구 죽도동 48-15,아리랑7080라이브,단란주점
단란주점영업,1,영업,경상북도 포항시 남구 해도동 471-19번지 (2층),엔지단란생음악라이브,단란주점
단란주점영업,1,영업,경상북도 포항시 북구 상원동 448-26번지,다올래,단란주점
단란주점영업,1,영업,경상북도 포항시 남구 해도동 471-28,88노래클럽,단란주점
단란주점영업,1,영업,경상북도 포항시 북구 두호동 1034-13번지 2층,울릉도트위스트,단란주점
단란주점영업,1,영업,경상북도 포항시 북구 죽도동 672-23 (2층),풀하우스소주단란주점,단란주점
단란주점영업,1,영업,경상북도 포항시 남구 해도동 122-6 (2층),꿀라이브,단란주점
단란주점영업,1,영업,경상북도 포항시 북구 죽도동 104-4 (지하1층),훨훨7080,단란주점
단란주점영업,1,영업,경상북도 포항시 북구 죽도동 51-3 (지하1층),김상진라이브,단란주점
단란주점영업,1,영업,경상북도 포항시 북구 중앙동 43번지,개미소주단란,단란주점
단란주점영업,1,영업,경상북도 포항시 북구 상원동 507 (3층),예스,단란주점
단란주점영업,1,영업,경상북도 포항시 북구 두호동 728 (2층),귀국선단란주점,단란주점
단란주점영업,1,영업,경상북도 포항시 북구 청하면 월포리 293-11,해조가요방,단란주점
단란주점영업,1,영업,경상북도 포항시 남구 송도동 436-24번지,미조단란주점,단란주점
단란주점영업,1,영업,경상북도 포항시 남구 해도동 471-11번지,에쎄노래하는단란주점,단란주점
단란주점영업,1,영업,경상북도 포항시 남구 해도동 123-3 2층,청춘 라이브,단란주점
단란주점영업,1,영업,경상북도 포항시 북구 상원동 447-4번지 (지하1층),향기단란주점,단란주점
단란주점영업,1,영업,경상북도 포항시 북구 죽도동 43-8,오거리끝장라이브,단란주점
단란주점영업,1,영업,경상북도 포항시 북구 흥해읍 남성리 225,연7080라이브,단란주점
단란주점영업,1,영업,경상북도 포항시 남구 대잠동 934-22번지 (2층),고래뱃속,단란주점
단란주점영업,1,영업,경상북도 포항시 남구 상도동 584-11번지,만궁노래클럽,단란주점
단란주점영업,1,영업,경상북도 포항시 북구 항구동 17-228,쥬텐,단란주점
단란주점영업,1,영업,경상북도 포항시 남구 해도동 170-24번지,형산가요클럽,단란주점
단란주점영업,1,영업,경상북도 포항시 남구 해도동 416-4,빨간구두 7080 라이브,단란주점
단란주점영업,1,영업,경상북도 포항시 북구 신흥동 827-8,MT(엠티)라이브카페,단란주점
단란주점영업,1,영업,경상북도 포항시 남구 송도동 436-38번지,에루화생음악,단란주점
단란주점영업,1,영업,경상북도 포항시 북구 송라면 중산리 539-46,대부단란주점,단란주점
단란주점영업,1,영업,경상북도 포항시 북구 죽도동 51-13,애인 라이브,단란주점
단란주점영업,1,영업,경상북도 포항시 북구 덕산동 120-4번지,발리생음악,단란주점
단란주점영업,1,영업,경상북도 포항시 북구 중앙동 25-1,리치소주단란주점,단란주점
단란주점영업,1,영업,경상북도 포항시 남구 해도동 422-33번지,빠삐욘,단란주점
단란주점영업,1,영업,경상북도 포항시 남구 해도동 471-15,술마시고 노래하고,단란주점
단란주점영업,1,영업,경상북도 포항시 남구 대도동 57-48번지,뮤직패밀리 Live,단란주점
단란주점영업,1,영업,경상북도 포항시 북구 죽도동 718-11번지,맨하탄,단란주점
단란주점영업,1,영업,강원도 원주시 단계동 842-6,엠투(M2),단란주점
단란주점영업,1,영업,강원도 양구군 양구읍 상리 213-1,7080 파크뷰,단란주점
단란주점영업,1,영업,강원도 속초시 장사동 635번지,원더풀라이브,단란주점
단란주점영업,1,영업,경상남도 진주시 대안동 12-9번지,프로젝트1051,단란주점
단란주점영업,1,영업,경기도 광명시 철산동 434번지 2층일부호,친구야라이브7080,단란주점
단란주점영업,1,영업,경기도 부천시 역곡동 82-8번지 권회태동 지하1호,콘서트7080라이브,단란주점
단란주점영업,1,영업,제주특별자치도 제주시 건입동 1401-3번지,루카,단란주점
단란주점영업,1,영업,충청북도 충주시 수안보면 온천리 239-21번지 온천1구마을회관,수안보콜라테,단란주점
단란주점영업,1,영업,"경기도 고양시 덕양구 화정동 983 B123(일부), B124호",음치노래클럽,단란주점
단란주점영업,1,영업,경기도 파주시 문산읍 문산리 40-7번지 지하1층 일부,아나이스단란주점,단란주점
단란주점영업,1,영업,"충청북도 청주시 상당구 석교동 126-118번지 (지하1층, 유정훈치과의원)",솔루아7080라이브,단란주점
단란주점영업,1,영업,광주광역시 북구 신안동 120-4 2층,레알 룸 소주방,단란주점
단란주점영업,1,영업,경상북도 포항시 남구 구룡포읍 구룡포리 704-3번지 (2층),신7080라이브 아일랜드,단란주점
단란주점영업,1,영업,경기도 구리시 교문동 229-13번지 2층,여성시대,단란주점
단란주점영업,1,영업,전라남도 무안군 삼향읍 남악리 2178번지,별밤라이브,단란주점
단란주점영업,1,영업,충청남도 아산시 둔포면 석곡리 1713번지 4층 403호,비타민노래주점,단란주점
단란주점영업,1,영업,인천광역시 중구 중산동 1944-1 704호,버즈LIVE,단란주점
단란주점영업,1,영업,서울특별시 영등포구 영등포동5가 6-3,히트7080,단란주점
단란주점영업,1,영업,전라북도 남원시 죽항동 11-13,체인지7080,단란주점
단란주점영업,1,영업,충청남도 서산시 해미면 읍내리 252-1번지 지하1층,다래단란주점,단란주점
단란주점영업,1,영업,전라남도 목포시 용당동 960-12번지,7080노래홀,단란주점
단란주점영업,1,영업,부산광역시 부산진구 부전동 521-10 (주)진흥빌딩,아담원단란주점,단란주점
단란주점영업,1,영업,서울특별시 강남구 역삼동 720-9 스타팅빌딩,바이올린,단란주점
단란주점영업,1,영업,충청북도 음성군 금왕읍 무극리 77-13번지,고래와인어,단란주점
단란주점영업,1,영업,경상북도 경주시 동천동 801-2번지,춘자 7080,단란주점
단란주점영업,1,영업,전라남도 순천시 조례동 1684-4번지 2층,파티,단란주점
단란주점영업,1,영업,경상북도 포항시 북구 흥해읍 남성리 249-1,온햇살단란주점,단란주점
단란주점영업,1,영업,경기도 안산시 단원구 고잔동 726-1 대우타운 202호,하드락 라이브7080,단란주점
단란주점영업,1,영업,경상남도 양산시 북부동 483-13,청춘노리터,단란주점
단란주점영업,1,영업,인천광역시 미추홀구 주안동 473-14,SONG송라이브,단란주점
단란주점영업,1,영업,부산광역시 동래구 온천동 1413-7번지,뉴본7080,단란주점
단란주점영업,1,영업,경기도 포천시 소흘읍 송우리 127-5번지,"?,2020-03-17 11:55:03"",I"",2020-03-19 00:23:30"",단란주점"",212923.480465336"",480713.255621402"",단란주점"","","",기타"","",상수도전용"","","","","","","","","",Y"",60.37"","","","",
6246"",단란주점영업"",07_23_01_P"",4400000"",4400000-103-2020-00001"",2020-03-20"","",01"",영업/정상"",01"",영업"","","","","",043 651 3188"",284.25"",390-120"",충청북도 제천시 영천동 515"",충청북도 제천시 의림대로 11",1/12/23 13:22
단란주점영업,1,영업,경상북도 포항시 남구 구룡포읍 구룡포리 708-19번지,앙코르7080라이브,단란주점
단란주점영업,1,영업,서울특별시 은평구 응암동 577-46 2층,광화문 연가,단란주점
단란주점영업,1,영업,전라남도 여수시 화장동 797-12,하트뽕,단란주점
단란주점영업,1,영업,충청북도 음성군 대소면 오산리 135-3번지 광덕빌딩,My Star(마이스타),단란주점
단란주점영업,1,영업,경기도 부천시 중동 1136-4 중앙프라자2차,씨엔엔(CNN)라이브,단란주점
단란주점영업,1,영업,경기도 부천시 소사본동 96-1 지하1층 일부,별이빛나는밤에,단란주점
단란주점영업,1,영업,경기도 의정부시 의정부동 198-14번지 지상2층,7080 라이브 지중해,단란주점
단란주점영업,1,영업,,송버드,단란주점
단란주점영업,1,영업,경기도 용인시 기흥구 중동 848-3번지 에이스 프라자 404호,퀸7080,단란주점
단란주점영업,1,영업,전라북도 익산시 부송동 1090-2번지 4층 401호,한밤라이브 단란주점,단란주점
단란주점영업,1,영업,경기도 평택시 비전동 1105-3 광장 프라자,준코소주호프노래타운,단란주점
단란주점영업,1,영업,경상남도 창녕군 남지읍 남지리 978-1,샤우팅7080,단란주점
단란주점영업,1,영업,대구광역시 동구 방촌동 1067-9번지,퀸,단란주점
단란주점영업,1,영업,충청북도 청주시 상당구 용암동 1670번지 (2층),라이브놀이터,단란주점
단란주점영업,1,영업,경기도 동두천시 생연동 584-16번지,좋은세상,단란주점
단란주점영업,1,영업,부산광역시 해운대구 좌동 1480-4 스타빌딩 302호,와우,단란주점
단란주점영업,1,영업,전라북도 군산시 나운동 854-2,소풍7080,단란주점
단란주점영업,1,영업,서울특별시 강북구 수유동 191-57,명월이,단란주점
단란주점영업,1,영업,부산광역시 연제구 연산동 603-29,U턴 원탁가라오케,단란주점
단란주점영업,1,영업,경상남도 김해시 주촌면 천곡리 1563-8 2층,락휴노래주점 김해주촌점,단란주점
단란주점영업,1,영업,경기도 성남시 분당구 구미동 30 웰파크 빌딩,킹7080,단란주점
단란주점영업,1,영업,경기도 구리시 수택동 374-18,야놀자,단란주점
단란주점영업,1,영업,전라북도 전주시 완산구 경원동3가 13-10,한옥쥬크박스라이브,단란주점
단란주점영업,1,영업,경기도 남양주시 화도읍 마석우리 292-25 주2동 지하1층,은하수 단란주점,단란주점
단란주점영업,1,영업,울산광역시 울주군 온산읍 덕신리 1289-4,연원탁가라오케,단란주점
단란주점영업,1,영업,충청북도 청주시 흥덕구 오송읍 만수리 541,퀸라이브,단란주점
단란주점영업,1,영업,경기도 시흥시 정왕동 1731-1 한일프라자 205호 일부호,이연라이브,단란주점
단란주점영업,1,영업,경기도 이천시 창전동 153-21,줄루 7080라이브,단란주점
단란주점영업,1,영업,경상북도 포항시 남구 구룡포읍 구룡포리 705-3 2층,고래등 단란주점,단란주점
단란주점영업,1,영업,제주특별자치도 서귀포시 서귀동 256-5,우리들가요주점,단란주점
단란주점영업,1,영업,전라남도 나주시 빛가람동 285-3 빛가람프라자 203-1호,뮤직 온 에어(MUSIC ON AIR),단란주점
단란주점영업,1,영업,경기도 수원시 장안구 영화동 275-1,채팅7080라이브,단란주점
단란주점영업,1,영업,충청북도 청주시 청원구 오창읍 양청리 752-9 신우에비뉴엘빌딩,미미랑,단란주점
단란주점영업,1,영업,경상남도 창원시 마산회원구 합성동 125-3,앙코르타운,단란주점
단란주점영업,1,영업,부산광역시 영도구 남항동1가 98 2층,BAR지다,단란주점
단란주점영업,1,영업,서울특별시 관악구 신림동 1640-28,플로우서울(FLOW),단란주점
단란주점영업,1,영업,경기도 안양시 동안구 관양동 1506-26 지하1층,쭌라이브,단란주점
단란주점영업,1,영업,경기도 화성시 향남읍 평리 86-1 2층 일부호(201호),비틀즈,단란주점
단란주점영업,1,영업,서울특별시 성북구 동소문동5가 100,레드제플린,단란주점
단란주점영업,1,영업,광주광역시 남구 주월동 1263-1,블랙&화이트,단란주점
단란주점영업,1,영업,광주광역시 남구 주월동 1280-6번지 2층,하트,단란주점
단란주점영업,1,영업,광주광역시 남구 월산동 1026-5 대남로561,환타7080,단란주점
단란주점영업,1,영업,광주광역시 남구 봉선동 473-10 (5층)봉선중앙로121,환희,단란주점
단란주점영업,1,영업,광주광역시 남구 백운동 635-1 (2층),웰빙7080,단란주점
단란주점영업,1,영업,광주광역시 남구 백운동 635-4번지 (2층),술마시는수정노래홀,단란주점
단란주점영업,1,영업,광주광역시 남구 봉선동 473-11번지,거그서,단란주점
단란주점영업,1,영업,광주광역시 남구 백운동 634-15,어메좋아7080,단란주점
단란주점영업,1,영업,광주광역시 남구 백운동 635-3번지 (2층),영라이브,단란주점
단란주점영업,1,영업,광주광역시 남구 봉선동 473-8 3층,봉선소주룸,단란주점
단란주점영업,1,영업,광주광역시 남구 주월동 1285-1번지 (지하),술마시는구디구디노래홀,단란주점
단란주점영업,1,영업,광주광역시 남구 월산동 1001-1번지 (지하1층),단비,단란주점
단란주점영업,1,영업,광주광역시 남구 주월동 1286-1번지 지하1층,둥이7080,단란주점
단란주점영업,1,영업,광주광역시 남구 주월동 963-1번지 (지하1층),김민7080라이브,단란주점
